ISSN;Título;Estrato;Hindex5;Hindex SJR;JIF;5 JIF;Eigenfactor;Article influence;
2236-0158;REVISTA DE ENSINO DE ENGENHARIA;B3;3;0;0;0;0;0;
0101-5001;REVISTA DE ENSINO DE ENGENHARIA;B3;3;0;0;0;0;0;
0717-6945;REVISTA DE ESTUDIOS Y EXPERIENCIAS EN EDUCACIÓN (IMPRESA);B3;0;0;0;0;0;0;
2178-9010;REVISTA DE GESTÃO E SECRETARIADO;B3;7;0;0;0;0;0;
2179-1740;REVISTA DE PSICOLOGIA (UFC);B3;0;0;0;0;0;0;
2179-1740;REVISTA DE PSICOLOGIA (UFC);B3;0;0;0;0;0;0;
2238-6149;REVISTA DE TERAPIA OCUPACIONAL DA UNIVERSIDADE DE SÃO PAULO;B3;6;0;0;0;0;0;
1415-9104;REVISTA DE TERAPIA OCUPACIONAL DA UNIVERSIDADE DE SÃO PAULO;B3;6;0;0;0;0;0;
1809-3108;REVISTA DIDÁTICA SISTÊMICA;B3;2;0;0;0;0;0;
1678-765X;REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO;B3;5;0;0;0;0;0;
2175-8689;REVISTA ECO-PÓS (ONLINE);B3;0;0;0;0;0;0;
2358-4319;REVISTA EDUCAÇÃO & EMANCIPAÇÃO;B3;0;0;0;0;0;0;
2238-6084;REVISTA EDUCAÇÃO E LINGUAGENS;B3;1;0;0;0;0;0;
2238-6084;REVISTA EDUCAÇÃO E LINGUAGENS;B3;1;0;0;0;0;0;
0120-7164;REVISTA EDUCACIÓN Y CULTURA;B3;0;0;0;0;0;0;
2316-4417;REVISTA EJA EM DEBATE;B3;0;0;0;0;0;0;
1981-4127;REVISTA ELETRÔNICA AMBIENTE: GESTÃO E DESENVOLVIMENTO;B3;0;0;0;0;0;0;
2447-0783;REVISTA ELETRÔNICA CIENTÍFICA ENSINO INTERDISCIPLINAR;B3;0;0;0;0;0;0;
2236-1170;REVISTA ELETRÔNICA EM GESTÃO. EDUCAÇÃO E TECNOLOGIA AMBIENTAL;B3;9;0;0;0;0;0;
1982-4785;REVISTA ELETRÔNICA GESTÃO & SAÚDE;B3;0;0;0;0;0;0;
2177-1626;REVISTA ELETRÔNICA PESQUISEDUCA;B3;3;0;0;0;0;0;
1983-828X;REVISTA ENCONTROS DE VISTA;B3;0;0;0;0;0;0;
2177-6288;REVISTA E-SCRITA: REVISTA DO CURSO DE LETRAS DA UNIABEU;B3;3;0;0;0;0;0;
2237-0587;REVISTA FORMAÇÃO@DOCENTE;B3;0;0;0;0;0;0;
1138-1663;REVISTA GALEGO-PORTUGUESA DE PSICOLOXÍA E EDUCACIÓN;B3;0;0;0;0;0;0;
1983-0831;REVISTA HISTÓRIA (RIO DE JANEIRO);B3;0;0;0;0;0;0;
1983-5213;REVISTA IBERO-AMERICANA DE CIÊNCIA DA INFORMAÇÃO;B3;0;0;0;0;0;0;
2236-6040;REVISTA IBEROAMERICANA DE TURISMO;B3;4;0;0;0;0;0;
0719-4706;REVISTA INCLUSIONES - REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES;B3;0;0;0;0;0;0;
0719-6202;REVISTA INFANCIA. EDUCACIÓN Y APRENDIZAJE;B3;0;0;0;0;0;0;
0188-8838;REVISTA INTERAMERICANA DE EDUCACIÓN DE ADULTOS - RIEDA;B3;0;0;0;0;0;0;
2255-453X;REVISTA INTERNACIONAL DE EDUCACION Y APRENDIZAJE;B3;0;0;0;0;0;0;
1692-4053;REVISTA INTERNACIONAL MAGISTERIO: EDUCACION Y PEDAGOGIA;B3;0;0;0;0;0;0;
2183-539X;REVISTA JURÍDICA LUSO BRASILEIRA;B3;0;0;0;0;0;0;
1516-2567;REVISTA KAIRÓS;B3;9;0;0;0;0;0;
2176-901X;REVISTA KAIRÓS (ONLINE);B3;0;0;0;0;0;0;
1853-3744;REVISTA LATINOAMERICANA DE EDUCACIÓN COMPARADA;B3;0;0;0;0;0;0;
1853-3744;REVISTA LATINOAMERICANA DE EDUCACIÓN COMPARADA;B3;0;0;0;0;0;0;
1317-7389;REVISTA LATINOAMERICANA DE ESTUDIOS DEL DISCURSO;B3;5;0;0;0;0;0;
2176-1485;REVISTA LETRAS (UFSM/ON-LINE);B3;0;0;0;0;0;0;
2177-2789;REVISTA LUMEN ET VIRTUS;B3;0;0;0;0;0;0;
2359-0092;REVISTA MARACANAN;B3;2;0;0;0;0;0;
2182-9756;REVISTA MATÉRIA PRIMA;B3;0;0;0;0;0;0;
1809-2705;REVISTA METÁFORA EDUCACIONAL;B3;0;0;0;0;0;0;
2236-1308;REVISTA MONOGRAFIAS AMBIENTAIS;B3;6;0;0;0;0;0;
1983-2435;REVISTA ODISSÉIA;B3;3;0;0;0;0;0;
2176-3291;REVISTA OLHARES;B3;0;0;0;0;0;0;
2177-3548;REVISTA PERSPECTIVAS EM ANÁLISE DO COMPORTAMENTO;B3;0;0;0;0;0;0;
2525-8222;REVISTA PESQUISA QUALITATIVA;B3;0;0;0;0;0;0;
1809-0257;REVISTA PESQUISA QUALITATIVA;B3;0;0;0;0;0;0;
2178-4442;REVISTA POÍESIS PEDAGÓGICA;B3;0;0;0;0;0;0;
0870-5283;REVISTA PORTUGUESA DE FILOSOFIA;B3;3;0;0;0;0;0;
1645-4006;REVISTA PORTUGUESA DE INVESTIGAÇÃO EDUCACIONAL;B3;0;0;0;0;0;0;
1647-8614;REVISTA PORTUGUESA DE PEDAGOGIA;B3;0;0;0;0;0;0;
0870-418X;REVISTA PORTUGUESA DE PEDAGOGIA;B3;0;0;0;0;0;0;
1519-0919;REVISTA PROFISSÃO DOCENTE;B3;4;0;0;0;0;0;
1519-0919;REVISTA PROFISSÃO DOCENTE (ONLINE);B3;0;0;0;0;0;0;
1809-3264;REVISTA QUERUBIM;B3;0;0;0;0;0;0;
1809-3264;REVISTA QUERUBIM (ONLINE);B3;0;0;0;0;0;0;
2317-1758;REVISTA SOCIAIS E HUMANAS;B3;5;0;0;0;0;0;
2337-079X;REVISTA TERCEIRO INCLUÍDO;B3;0;0;0;0;0;0;
2318-9010;REVISTA TOMO;B3;4;0;0;0;0;0;
2179-5037;REVISTA UNIABEU;B3;4;0;0;0;0;0;
2179-5037;REVISTA UNIABEU;B3;4;0;0;0;0;0;
2179-5037;REVISTA UNIABEU.;B3;4;0;0;0;0;0;
0103-9989;REVISTA USP;B3;9;0;0;0;0;0;
2236-5729;REVISTA VERAS;B3;0;0;0;0;0;0;
0718-5162;REXE REVISTA DE ESTUDIOS Y EXPERIENCIAS EN EDUCACIÓN;B3;4;0;0;0;0;0;
1982-0577;RIOS ELETRÔNICA (FASETE);B3;0;0;0;0;0;0;
2240-2950;RIVISTA INTERDISCIPLINARE DI TECNOLOGIA CULTURA E FORMAZIONE;B3;0;0;0;0;0;0;
1891-6511;ROSE - RESEARCH ON STEINER EDUCATION;B3;5;0;0;0;0;0;
1315-0138;SALUD DE LOS TRABAJADORES;B3;0;0;0;0;0;0;
2176-9206;SAÚDE E PESQUISA;B3;5;0;0;0;0;0;
1984-1655;SCHÈME: REVISTA ELETRÔNICA DE PSICOLOGIA E EPISTEMOLOGIA GENÉTICAS;B3;5;0;0;0;0;0;
1984-1655;SCHÈME: REVISTA ELETRÔNICA DE PSICOLOGIA E EPISTEMOLOGIA GENÉTICAS;B3;5;0;0;0;0;0;
2447-2670;SOCIOLOGIES IN DIALOGUE;B3;0;0;0;0;0;0;
1751-1321;SPORT. ETHICS AND PHILOSOPHY;B3;8;9;0;0;0;0;
2036-6981;STUDI SULLA FORMAZIONE;B3;4;0;0;0;0;0;
2327-4751;STUDIA IBERICA ET AMERICANA: JOURNAL OF IBERIAN AND LATIN AMERICAN LITERARY AND CULTURAL STUDIES (PRINT);B3;0;0;0;0;0;0;
2372-9740;STUDIES IN ENGLISH LANGUAGE TEACHING;B3;5;0;0;0;0;0;
2179-9067;SUSTENTABILIDADE EM DEBATE;B3;0;0;0;0;0;0;
2029-1922;SVIETIMAS: POLITIKA. VADYBA. KOKYBE / EDUCATION POLICY. MANAGEMENT AND QUALITY;B3;0;0;0;0;0;0;
1984-6754;SYNESIS (ON LINE);B3;0;0;0;0;0;0;
0716-7423;TEMAS DE EDUCACIÓN;B3;0;0;0;0;0;0;
2359-7003;TEMAS EM EDUCACAO;B3;3;0;0;0;0;0;
1984-6150;TEMPORALIDADES;B3;2;0;0;0;0;0;
2238-1856;TEMPORALIS;B3;6;0;0;0;0;0;
1808-5385;TEXTO POÉTICO;B3;2;0;0;0;0;0;
1982-2103;THAUMAZEIN (SANTA MARIA);B3;0;0;0;0;0;0;
0889-9401;THE ANALYSIS OF VERBAL BEHAVIOR;B3;0;0;0;0;0;0;
1087-3430;THE ELECTRONIC JOURNAL OF SCIENCE EDUCATION;B3;0;0;0;0;0;0;
1549-9502;THE JOURNAL OF LATINO-LATIN AMERICAN STUDIES;B3;0;0;0;0;0;0;
2168-6408;THE OPEN JOURNAL OF OCCUPATIONAL THERAPY;B3;7;0;0;0;0;0;
2175-1277;TODAS AS MUSAS - REVISTA DE LITERATURA E DAS MÚLTIPLAS LINGUAGENS DA ARTE;B3;0;0;0;0;0;0;
1517-4549;TOMO (UFS);B3;0;0;0;0;0;0;
1808-799X;TRABALHO NECESSÁRIO;B3;0;0;0;0;0;0;
1808-799X;TRABALHO NECESSÁRIO (ONLINE);B3;0;0;0;0;0;0;
1518-3580;UNOPAR CIENTÍFICA. CIÊNCIAS HUMANAS E EDUCAÇÃO;B3;0;0;0;0;0;0;
1982-0569;URBANA - REVISTA ELETRÔNICA DO CENTRO INTERDISCIPLINAR DE ESTUDOS DA CIDADE;B3;0;0;0;0;0;0;
2236-5729;VERAS;B3;1;0;0;0;0;0;
1984-6959;VERBO DE MINAS;B3;1;0;0;0;0;0;
1516-0637;VERBO DE MINAS: LETRAS (IMPRESSO);B3;0;0;0;0;0;0;
1984-8463;VEREDAS FAVIP (ONLINE);B3;0;0;0;0;0;0;
2176-6800;VIA LITTERAE;B3;2;0;0;0;0;0;
2035-6633;VISIONI LATINOAMERICANE;B3;0;0;0;0;0;0;
0104-3064;VIVÊNCIA ? REVISTA DE ANTROPOLOGIA;B3;0;0;0;0;0;0;
2238-6009;VIVÊNCIA: REVISTA DE ANTROPOLOGIA;B3;0;0;0;0;0;0;
0042-8841;VOPROSY PSIHOLOGII;B3;0;4;0.308;0.202;0.00004;0.007;
1983-6740;WEB REVISTA DISCURSIVIDADE - ESTUDOS LINGÜÍSTICOS;B3;0;0;0;0;0;0;
1983-6740;WEB-REVISTA DISCURSIVIDADE: ESTUDOS LINGUÍSTICOS;B3;0;0;0;0;0;0;
1983-6740;WEB-REVISTA DISCURSIVIDADE ESTUDOS LINGÜÍTICOS;B3;0;0;0;0;0;0;
1745-641X;WORK ORGANISATION. LABOUR & GLOBALISATION (PRINT);B3;0;0;0;0;0;0;
1607-8055;WORLD LEISURE JOURNAL;B3;9;2;0;0;0;0;
2237-8723;ACERVO;B4;8;0;0;0;0;0;
0102-700X;ACERVO (RIO DE JANEIRO);B4;0;0;0;0;0;0;
2525-3441;AFLUENTE;B4;0;0;0;0;0;0;
1989-7200;AGORA PARA LA EDUCACION FISICA Y EL DEPORTE;B4;0;0;0;0;0;0;
2340-7743;AGUA Y TERRITORIO;B4;6;0;0;0;0;0;
2171-9624;ALABE;B4;3;0;0;0;0;0;
2327-6150;AMERICAN JOURNAL OF EDUCATIONAL RESEARCH;B4;8;0;0;0;0;0;
2327-6126;AMERICAN JOURNAL OF EDUCATIONAL RESEARCH;B4;8;0;0;0;0;0;
1695-2294;ANALES DE PSICOLOGÍA;B4;27;16;0.871;0.92;0.00139;0.175;
2175-4977;ANIMUS: REVISTA INTERAMERICANA DE COMUNICAÇÃO MIDIÁTICA;B4;5;0;0;0;0;0;
1464-0538;ANNUAL REVIEW OF CRITICAL PSYCHOLOGY;B4;0;0;0;0;0;0;
1746-739X;ANNUAL REVIEW OF CRITICAL PSYCHOLOGY (ONLINE);B4;0;0;0;0;0;0;
0103-9253;ARIUS;B4;0;0;0;0;0;0;
0103-9253;ARIÚS: REVISTA DE CIÊNCIAS HUMANAS E ARTES (UFCG);B4;0;0;0;0;0;0;
2318-3691;ARQUIVOS DE CIÊNCIAS DA SAÚDE;B4;4;0;0;0;0;0;
2407-9685;ATHENS JOURNAL OF LAW;B4;0;0;0;0;0;0;
1807-734X;BBR. BRAZILIAN BUSINESS REVIEW (EDIÇÃO EM PORTUGUÊS. ONLINE);B4;0;0;0;0;0;0;
1808-2386;BBR. BRAZILIAN BUSINESS REVIEW (ENGLISH EDITION. ONLINE);B4;0;0;0;0;0;0;
1984-6061;BENJAMIN CONSTANT (ONLINE);B4;0;0;0;0;0;0;
1414-6339;BENJAMIN CONSTANT (RIO DE JANEIRO);B4;0;0;0;0;0;0;
1679-8074;BIOMOTRIZ (UNICRUZ);B4;0;0;0;0;0;0;
1415-711X;BOLETIM. ACADEMIA PAULISTA DE PSICOLOGIA;B4;4;0;0;0;0;0;
1981-3384;BOLETIM DO TEMPO PRESENTE;B4;0;0;0;0;0;0;
2358-3231;CADERNO CESPUC DE PESQUISA. SÉRIE ENSAIOS;B4;0;0;0;0;0;0;
1806-9142;CADERNO SEMINAL DIGITAL (RIO DE JANEIRO);B4;0;0;0;0;0;0;
1808-9631;CADERNOS CENPEC;B4;5;0;0;0;0;0;
2237-9983;CADERNOS CENPEC;B4;5;0;0;0;0;0;
2237-9983;CADERNOS CENPEC;B4;5;0;0;0;0;0;
1808-9631;CADERNOS CENPEC;B4;5;0;0;0;0;0;
1982-4440;CADERNOS DA PEDAGOGIA (UFSCAR. ONLINE);B4;0;0;0;0;0;0;
2316-9907;CADERNOS DE EDUCAÇÃO. TECNOLOGIA E SOCIEDADE;B4;0;0;0;0;0;0;
2525-3514;CADERNOS DE PÓS-GRADUAÇÃO;B4;0;0;0;0;0;0;
1982-1816;CADERNOS UNIFOA (ONLINE);B4;0;0;0;0;0;0;
2318-4574;CALETROSCÓPIO;B4;2;0;0;0;0;0;
1147-6753;CARAVELLE (TOULOUSE);B4;0;2;0;0;0;0;
0102-4868;CIÊNCIAS & LETRAS (FAPA. IMPRESSO);B4;0;0;0;0;0;0;
1808-043X;CIÊNCIAS & LETRAS (PORTO ALEGRE. ONLINE);B4;0;0;0;0;0;0;
1518-4463;CIENCIAS SOCIALES Y RELIGIÓN;B4;0;0;0;0;0;0;
1982-2650;CIENCIAS SOCIALES Y RELIGIÓN / CIÊNCIAS SOCIAIS E RELIGIÃO;B4;0;0;0;0;0;0;
2177-4986;COMPETÊNCIA - REVISTA DA EDUCAÇÃO SUPERIOR DO SENAC-RS;B4;0;0;0;0;0;0;
1984-2880;COMPETÊNCIA (PORTO ALEGRE);B4;0;0;0;0;0;0;
1983-9030;CONEXÕES (CAMPINAS. ONLINE);B4;0;0;0;0;0;0;
2172-9506;CONSTELACIONES. REVISTA DE TEORIA CRÍTICA;B4;0;0;0;0;0;0;
2172-9506;CONSTELACIONES: REVISTA DE TEORIA CRÍTICA;B4;0;0;0;0;0;0;
2357-9048;CONTABILOMETRIA - BRAZILIAN JOURNAL OF QUANTITATIVE METHODS APPLIED TO ACCOUNTING;B4;0;0;0;0;0;0;
0102-8758;CONTEXTO & EDUCAÇÃO;B4;4;0;0;0;0;0;
2179-1309;CONTEXTO & EDUCAÇÃO;B4;4;0;0;0;0;0;
0104-7485;CONTEXTURAS;B4;0;0;0;0;0;0;
2151-4755;CREATIVE EDUCATION;B4;20;0;0;0;0;0;
2151-4771;CREATIVE EDUCATION;B4;20;0;0;0;0;0;
1696-5043;CULTURA. CIENCIA Y DEPORTE (GUADALUPE);B4;0;5;0;0;0;0;
1916-3460;CULTURAL AND PEDAGOGICAL INQUIRY;B4;4;0;0;0;0;0;
2182-1372;DA INVESTIGAÇÃO ÀS PRÁTICAS;B4;0;0;0;0;0;0;
1519-3640;DIÁLOGO (CANOAS);B4;0;0;0;0;0;0;
2238-9024;DIÁLOGO (UNILASALLE);B4;0;0;0;0;0;0;
2358-8845;DIÁLOGOS E PERSPECTIVAS EM EDUCAÇÃO ESPECIAL;B4;0;0;0;0;0;0;
1234-5792;DIALOGUE AND UNIVERSALISM;B4;3;0;0;0;0;0;
1989-5240;DIDÁCTICAS ESPECÍFICAS;B4;3;0;0;0;0;0;
1794-9998;DIVERSITAS (BOGOTÁ);B4;0;0;0;0;0;0;
1794-9998;DIVERSITAS (UNIVERSIDAD SANTO TOMAS);B4;0;0;0;0;0;0;
1808-2599;E-COMPÓS (BRASÍLIA);B4;0;0;0;0;0;0;
1678-0701;EDUCAÇÃO AMBIENTAL EM AÇÃO;B4;0;0;0;0;0;0;
0102-1117;EDUCAÇÃO EM DEBATE (UFC);B4;0;0;0;0;0;0;
1983-6686;EDUCAÇÃO EM DESTAQUE;B4;0;0;0;0;0;0;
1935-0791;ELLIPSIS (PRINT);B4;0;0;0;0;0;0;
1980-3532;EM DEBATE (UFSC. ONLINE);B4;0;0;0;0;0;0;
1518-6369;EM EXTENSÃO (UFU. IMPRESSO);B4;0;0;0;0;0;0;
1808-7914;EMBLEMAS (UFG. CATALÃO);B4;0;0;0;0;0;0;
2221-8874;EN BLANCO Y NEGRO;B4;0;0;0;0;0;0;
1984-882X;ENFOQUE;B4;0;0;0;0;0;0;
1983-7011;ENSINO. SAÚDE E AMBIENTE;B4;3;0;0;0;0;0;
0103-7668;ESPAÇO (RIO DE JANEIRO. 1990);B4;0;0;0;0;0;0;
2237-6461;ESTUDOS TEOLÓGICOS;B4;5;0;0;0;0;0;
0101-3130;ESTUDOS TEOLÓGICOS;B4;5;0;0;0;0;0;
1983-1838;E-TECH: TECNOLOGIAS PARA COMPETITIVIDADE INDUSTRIAL;B4;3;0;0;0;0;0;
2304-9693;EUROPEAN INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY;B4;0;0;0;0;0;0;
2304-9693;EUROPEAN INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY;B4;0;0;0;0;0;0;
2073-4972;EUROPEAN JOURNAL OF NATURAL HISTORY;B4;10;0;0;0;0;0;
1364-2537;EUROPEAN JOURNAL OF PSYCHOTHERAPY. COUNSELLING AND HEALTH (PRINT);B4;0;8;0;0;0;0;
1807-6971;FENIX: REVISTA DE HISTORIA E ESTUDOS CULTURAIS;B4;0;0;0;0;0;0;
2176-4182;FÓLIO - REVISTA DE LETRAS;B4;0;0;0;0;0;0;
1980-0827;FÓRUM AMBIENTAL DA ALTA PAULISTA;B4;3;0;0;0;0;0;
2446-8215;FRONTEIRAS E DEBATES;B4;0;0;0;0;0;0;
2175-0742;FRONTEIRAS: REVISTA DE HISTÓRIA;B4;2;0;0;0;0;0;
0721-9121;FRÜHFÖRDERUNG INTERDISZIPLINÄR;B4;4;0;0;0;0;0;
2316-1108;GÊNERO (NITERÓI);B4;0;0;0;0;0;0;
1982-8942;GEOGRAFIA EM QUESTÃO (IMPRESSO);B4;0;0;0;0;0;0;
2236-4994;GEOGRAFIA ENSINO & PESQUISA;B4;4;0;0;0;0;0;
2447-2123;GERIATRICS. GERONTOLOGY AND AGING;B4;0;0;0;0;0;0;
1984-3097;GESTÃO UNIVERSITÁRIA;B4;0;0;0;0;0;0;
0101-9171;HIGIENE ALIMENTAR;B4;3;0;0;0;0;0;
2346-9161;IBEROAMERICAN JOURNAL OF PROJECT MANAGEMEN (ONLINE);B4;0;0;0;0;0;0;
2027-7040;IBEROAMERICAN JOURNAL OF PROJECT MANAGEMENT (IJOPM);B4;0;0;0;0;0;0;
0101-3106;IDE (SÃO PAULO);B4;0;0;0;0;0;0;
2236-9767;IMPULSO;B4;0;0;0;0;0;0;
0103-7676;IMPULSO (PIRACICABA);B4;0;0;0;0;0;0;
0103-7676;IMPULSO: REVISTA DE CIÊNCIAS SOCIAIS E HUMANAS;B4;0;0;0;0;0;0;
0873-366X;INTERCÂMBIO (PORTO);B4;0;0;0;0;0;0;
1838-0689;INTERNATIONAL RESEARCH IN EARLY CHILDHOOD EDUCATION;B4;0;0;0;0;0;0;
2319-9202;INTERNATIONAL RESEARCH JOURNAL OF COMMERCE. ARTS AND SCIENCE;B4;0;0;0;0;0;0;
1981-0601;INTERTEXTO (UBERABA);B4;0;0;0;0;0;0;
2408-4751;IXTLI - REVISTA LATINOAMERICANA DE FILOSOFIA DE LA EDUCACIÓN;B4;0;0;0;0;0;0;
0021-8308;JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR (PRINT);B4;17;38;0;0;0;0;
1053-0819;JOURNAL OF BEHAVIORAL EDUCATION;B4;19;31;0;0;0;0;
2446-9416;JOURNAL OF CHEMICAL ENGINEERING AND CHEMISTRY;B4;0;0;0;0;0;0;
1945-8959;JOURNAL OF COGNITIVE EDUCATION AND PSYCHOLOGY;B4;12;0;0;0;0;0;
0897-1889;JOURNAL OF DIGITAL IMAGING;B4;27;40;1.407;1.572;0.00264;0.367;
2046-4754;JOURNAL OF EMERGENT SCIENCE;B4;10;0;0;0;0;0;
1751-8113;JOURNAL OF PHYSICS. A. MATHEMATICAL AND THEORETICAL (PRINT);B4;51;117;1.865;1.607;0.03901;0.757;
2198-963X;JOURNAL OF PSYCHOSOCIAL REHABILITATION AND MENTAL HEALTH;B4;0;0;0;0;0;0;
1650-1977;JOURNAL OF REHABILITATION MEDICINE (PRINT);B4;34;79;1.681;2.098;0.00666;0.651;
1647-9696;JOURNAL OF SPORT PEDAGOGY & RESEARCH;B4;0;0;0;0;0;0;
2156-6266;JOURNAL OF TEACHING AND EDUCATION;B4;0;0;0;0;0;0;
2308-0310;JOURNAL OF THE INTERNATIONAL SOCIETY FOR TELEMEDICINE AND EHEALTH;B4;0;0;0;0;0;0;
2179-3565;JOURNAL ON INNOVATION AND SUSTAINABILITY;B4;3;0;0;0;0;0;
1413-3571;JURIS (FURG);B4;0;0;0;0;0;0;
2358-5870;LEIA ESCOLA;B4;0;0;0;0;0;0;
1518-7144;LEIA ESCOLA (UFCG);B4;0;0;0;0;0;0;
0719-1758;LIMINALES. ESCRITOS SOBRE PSICOLOGÍA Y SOCIEDAD;B4;0;0;0;0;0;0;
1806-0560;MARGENS (UFPA);B4;0;0;0;0;0;0;
1982-8160;MATRIZES (ONLINE);B4;0;0;0;0;0;0;
2528-7842;MIKARIMIN. REVISTA CIENTÍFICA MULTIDISCIPLINARIA;B4;0;0;0;0;0;0;
2237-3217;MNEMOSINE REVISTA;B4;0;0;0;0;0;0;
2237-3217;MNEMOSINE REVISTA;B4;0;0;0;0;0;0;
1809-8894;MNEMOSINE (RIO DE JANEIRO);B4;0;0;0;0;0;0;
1983-7801;MOSAICO (GOIÂNIA);B4;0;0;0;0;0;0;
2359-3296;MOVIMENTO - REVISTA DE EDUCAÇÃO;B4;0;0;0;0;0;0;
1518-0344;MOVIMENTO (NITERÓI);B4;0;0;0;0;0;0;
2525-5924;MUIRAQUITÃ - REVISTA DE LETRAS E HUMANIDADES (ELETRÔNICO). ISSN: 2525-5924;B4;0;0;0;0;0;0;
2237-4558;NAVUS REVISTA DE GESTÃO E TECNOLOGIA;B4;6;0;0;0;0;0;
2316-9877;NONA ARTE: REVISTA BRASILEIRA DE PESQUISA EM HISTÓRIAS EM QUADRINHOS;B4;3;0;0;0;0;0;
2318-3721;NORUS - NOVOS RUMOS SOCIOLÓGICOS (IMPRESSO);B4;0;0;0;0;0;0;
1951-9532;NOUVELLE REVUE DE PSYCHOSOCIOLOGIE;B4;7;0;0;0;0;0;
0103-0116;NOVA ESCOLA;B4;0;0;0;0;0;0;
1984-4964;NOVA ESCOLA. GESTÃO ESCOLAR;B4;0;10;0;0;0;0;
0328-3534;NOVEDADES EDUCATIVAS;B4;0;0;0;0;0;0;
0325-6960;NUEVAMÉRICA (BUENOS AIRES);B4;0;0;0;0;0;0;
1983-3636;NUNTIUS ANTIQUUS;B4;0;0;0;0;0;0;
2525-4715;ODEERE;B4;0;0;0;0;0;0;
2317-7853;OLH@RES - REVISTA ELETRÔNICA DO DEPARTAMENTO DE EDUCAÇÃO DA UNIFESP;B4;0;0;0;0;0;0;
2327-5952;OPEN JOURNAL OF SOCIAL SCIENCES;B4;0;0;0;0;0;0;
1851-4715;OTRA ECONOMÍA;B4;0;0;0;0;0;0;
2237-1087;PANORAMA;B4;2;0;0;0;0;0;
2250-1991;PARIPEX - INDIAN JOURNAL OF RESEARCH;B4;0;0;0;0;0;0;
1659-2735;PASOS;B4;14;0;0;0;0;0;
1695-7121;PASOS (EL SAUZAL);B4;0;0;0;0;0;0;
1695-7121;PASOS. REVISTA DE TURISMO Y PATRIMONIO CULTURAL (ONLINE);B4;0;0;0;0;0;0;
1984-7246;PERCURSOS (UDESC) Online;B4;0;0;0;0;0;0;
1984-9540;PERIFERIA;B4;5;0;0;0;0;0;
1885-8996;PERIFERIA (BELLATERRA);B4;0;0;0;0;0;0;
1984-9540;PERIFERIA (DUQUE DE CAXIAS);B4;0;0;0;0;0;0;
0101-2908;PERSPECTIVA (EREXIM);B4;0;0;0;0;0;0;
1980-8666;PLEIADE (UNIAMÉRICA);B4;0;0;0;0;0;0;
1517-5677;POIESIS (NITERÓI);B4;0;0;0;0;0;0;
1981-6766;PONTODEACESSO (UFBA);B4;0;0;0;0;0;0;
1757-7438;POWER AND EDUCATION;B4;8;0;0;0;0;0;
1678-6408;PROTESTANTISMO EM REVISTA;B4;3;0;0;0;0;0;
1982-1247;PSICOLOGIA EM PESQUISA (UFJF);B4;0;0;0;0;0;0;
1984-6266;RC&C. REVISTA DE CONTABILIDADE E CONTROLADORIA;B4;0;0;0;0;0;0;
2237-5953;(RE) PENSANDO DIREITO;B4;1;0;0;0;0;0;
1807-8591;RECORTE (UNINCOR);B4;0;0;0;0;0;0;
1984-1736;REDD - REVISTA ESPAÇO DE DIÁLOGO E DESCONEXÃO;B4;0;0;0;0;0;0;
2037-0849;REM- RESEARCH ON EDUCATION AND MEDIA;B4;0;0;0;0;0;0;
1415-2762;REME. REVISTA MINEIRA DE ENFERMAGEM;B4;14;0;0;0;0;0;
2525-3409;RESEARCH. SOCIETY AND DEVELOPMENT;B4;0;0;0;0;0;0;
2175-1609;REV. TRIANGULO;B4;2;0;0;0;0;0;
1981-1322;REVEMAT : REVISTA ELETRÔNICA DE EDUCAÇÃO MATEMÁTICA;B4;7;0;0;0;0;0;
2236-0824;REVISTA - O OLHO DA HISTÓRIA;B4;0;0;0;0;0;0;
2176-1507;REVISTA ALTERJOR USP;B4;0;0;0;0;0;0;
0100-0233;REVISTA BAIANA DE SAÚDE PUBLICA;B4;8;0;0;0;0;0;
2317-3467;REVISTA BIOMOTRIZ;B4;0;0;0;0;0;0;
2447-3944;REVISTA BRASILEIRA DE ENSINO SUPERIOR;B4;0;0;0;0;0;0;
1981-9900;REVISTA BRASILEIRA DE PRESCRIÇÃO E FISIOLOGIA DO EXERCÍCIO;B4;6;0;0;0;0;0;
2317-8507;REVISTA BRASILEIRA DE SOCIOLOGIA;B4;0;0;0;0;0;0;
0103-2402;REVISTA BRASILEIRA DE SOCIOLOGIA;B4;0;0;0;0;0;0;
1851-7587;REVISTA CIENCIA E TECNOLOGIA;B4;0;0;0;0;0;0;
2446-7286;REVISTA CIÊNCIA PLURAL;B4;0;0;0;0;0;0;
1518-8051;REVISTA CIENTÍFICA DA FAI (IMPRESSO);B4;0;0;0;0;0;0;
2179-1309;REVISTA CONTEXTO & EDUCAÇÃO;B4;4;0;0;0;0;0;
2317-8825;REVISTA CONTINENTES;B4;0;0;0;0;0;0;
1984-4840;REVISTA DA FACULDADE DE CIENCIAS MEDICAS DE SOROCABA;B4;5;0;0;0;0;0;
